FoodID,MeasureID,MeasureDescription,MeasureDescriptionF,ConversionFactorValue
1317,1454,30g,30g,0.30000
1325,341,100ml,100ml,0.46490
1325,383,125ml,125ml,0.58110
1325,415,250ml,250ml,1.16230
1325,1454,30g,30g,0.30000
1325,1461,55g,55g,0.55000
1326,341,100ml,100ml,0.42270
1326,383,125ml,125ml,0.52840
1326,415,250ml,250ml,0.10566
1326,1454,30g,30g,0.30000
1326,1461,55g,55g,0.55000
1327,341,100ml,100ml,0.46492
1327,383,125ml,125ml,0.58115
1327,415,250ml,250ml,1.1623
1327,1454,30g,30g,0.30000
1327,1461,55g,55g,0.55000
1328,341,100ml,100ml,0.42270
1328,383,125ml,125ml,0.52840
1328,415,250ml,250ml,0.10566
1328,1454,30g,30g,0.30000
1328,1461,55g,55g,0.55000
1331,341,100ml,100ml,0.46914
1331,383,125ml,125ml,0.58643
1331,415,250ml,250ml,1.17288
1331,1454,30g,30g,0.30000
1331,1461,55g,55g,0.55000
1332,341,100ml,100ml,0.46915
1332,383,125ml,125ml,0.58643
1332,415,250ml,250ml,1.17288
1332,1454,30g,30g,0.30000
1332,1461,55g,55g,0.55000
1333,341,100ml,100ml,0.46914
1333,383,125ml,125ml,0.58643
1333,415,250ml,250ml,1.17288
1333,1454,30g,30g,0.30000
1333,1461,55g,55g,0.55000
1334,341,100ml,100ml,0.46915
1334,383,125ml,125ml,0.58643
1334,415,250ml,250ml,1.17288
1334,1454,30g,30g,0.30000
1334,1461,55g,55g,0.55000
1335,341,100ml,100ml,0.38039
1335,415,250ml,250ml,0.95098
1335,428,30ml,30ml,0.11412
1335,1454,30g,30g,0.30000
1335,1461,55g,55g,0.55000
1336,341,100ml,100ml,0.37378
1336,415,250ml,250ml,0.93445
1336,428,30ml,30ml,0.11210
1336,1454,30g,30g,0.30000
1336,1461,55g,55g,0.55000
1337,341,100ml,100ml,0.37378
1337,415,250ml,250ml,0.93445
1337,428,30ml,30ml,0.11213
1337,1454,30g,30g,0.30000
1337,1461,55g,55g,0.55000
1338,341,100ml,100ml,0.16910
1338,389,175ml,175ml,0.29590
1338,415,250ml,250ml,0.42265
1338,1454,30g,30g,0.30000
1339,341,100ml,100ml,0.16910
1339,389,175ml,175ml,0.29590
1339,415,250ml,250ml,0.42265
1339,1454,30g,30g,0.30000
1344,341,100ml,100ml,0.18035
1344,388,150ml,150ml,0.27053
1344,415,250ml,250ml,0.45087
1344,1454,30g,30g,0.30000
1344,1461,55g,55g,0.55000
1348,341,100ml,100ml,0.0803
1348,389,175ml,175ml,0.14053
1348,415,250ml,250ml,0.20076
1348,1454,30g,30g,0.30000
1348,1467,15g,15g,0.15000
1350,341,100ml,100ml,0.46490
1350,383,125ml,125ml,0.58110
1350,415,250ml,250ml,1.16230
1350,1454,30g,30g,0.30000
1350,1461,55g,55g,0.55000
1353,341,100ml,100ml,0.46490
1353,383,125ml,125ml,0.58110
1353,415,250ml,250ml,1.16230
1353,1454,30g,30g,0.30000
1353,1461,55g,55g,0.55000
1360,341,100ml,100ml,0.25360
1360,383,125ml,125ml,0.31700
1360,389,175ml,175ml,0.44380
1360,415,250ml,250ml,0.63398
1360,1454,30g,30g,0.30000
1360,1461,55g,55g,0.55000
1367,341,100ml,100ml,0.25359
1367,383,125ml,125ml,0.31699
1367,415,250ml,250ml,0.63398
1367,1454,30g,30g,0.30000
1367,1461,55g,55g,0.55000
1372,341,100ml,100ml,0.24937
1372,389,175ml,175ml,0.4364
1372,415,250ml,250ml,0.62342
1372,1454,30g,30g,0.30000
1372,1461,55g,55g,0.55000
1374,341,100ml,100ml,0.19020
1374,388,150ml,150ml,0.28530
1374,415,250ml,250ml,0.47549
1374,1454,30g,30g,0.30000
1374,1461,55g,55g,0.55000
1375,341,100ml,100ml,0.30995
1375,389,175ml,175ml,0.54241
1375,415,250ml,250ml,0.77487
1375,1454,30g,30g,0.30000
1375,1461,55g,55g,0.55000
1378,341,100ml,100ml,0.16910
1378,389,175ml,175ml,0.29590
1378,415,250ml,250ml,0.42265
1378,1454,30g,30g,0.30000
1380,341,100ml,100ml,0.18030
1380,389,175ml,175ml,0.31560
1380,415,250ml,250ml,0.45090
1380,1454,30g,30g,0.30000
1380,1461,55g,55g,0.55000
1381,15,1 biscuit,1 biscuit pour le thé  (poudre à pâte),0.20000
1381,1454,30g,30g,0.30000
1381,1461,55g,55g,0.55000
1382,341,100ml,100ml,0.21133
1382,388,150ml,150ml,0.31699
1382,415,250ml,250ml,0.52832
1382,1454,30g,30g,0.30000
1382,1461,55g,55g,0.55000
1383,341,100ml,100ml,0.25360
1383,383,125ml,125ml,0.31700
1383,415,250ml,250ml,0.63398
1383,1454,30g,30g,0.30000
1383,1461,55g,55g,0.55000
1386,341,100ml,100ml,0.11834
1386,415,250ml,250ml,0.29586
1386,429,300ml,300ml,0.35503
1386,1454,30g,30g,0.30000
1387,341,100ml,100ml,0.12680
1387,415,250ml,250ml,0.31700
1387,1454,30g,30g,0.30000
1391,341,100ml,100ml,0.15220
1391,389,175ml,175ml,0.26630
1391,415,250ml,250ml,0.38040
1391,1454,30g,30g,0.30000
1393,341,100ml,100ml,0.16910
1393,389,175ml,175ml,0.29590
1393,415,250ml,250ml,0.42265
1393,1454,30g,30g,0.30000
1397,341,100ml,100ml,0.73964
1397,415,250ml,250ml,1.84911
1397,1456,40g,40g,0.40000
1398,341,100ml,100ml,1.06086
1398,389,175ml,175ml,1.85651
1398,415,250ml,250ml,2.65216
1399,341,100ml,100ml,0.73964
1399,415,250ml,250ml,1.84911
1399,1456,40g,40g,0.40000
1400,341,100ml,100ml,1.01019
1400,389,175ml,175ml,1.76780
1400,415,250ml,250ml,2.52550
1401,341,100ml,100ml,0.48300
1401,415,250ml,250ml,1.20750
1401,1456,40g,40g,0.40000
1402,341,100ml,100ml,0.78740
1402,389,175ml,175ml,1.38000
1402,415,250ml,250ml,1.96850
1403,219,1 pouch,1 sachet,0.28000
1403,341,100ml,100ml,0.75232
1403,415,250ml,250ml,1.88081
1403,1456,40g,40g,0.40000
1404,341,100ml,100ml,1.01860
1404,389,175ml,175ml,1.78260
1404,415,250ml,250ml,2.54660
1413,219,1 pouch,1 sachet,0.28000
1413,1456,40g,40g,0.40000
1414,341,100ml,100ml,0.98901
1414,389,175ml,175ml,1.73076
1414,415,250ml,250ml,2.47253
1414,1677,"1 packet, prepared","1 sachet, préparé",1.73076
1415,219,1 pouch,1 sachet,0.33000
1415,1456,40g,40g,0.40000
1416,341,100ml,100ml,0.98901
1416,389,175ml,175ml,1.73076
1416,415,250ml,250ml,2.47253
1416,1677,"1 packet, prepared","1 sachet, préparé",1.73076
1419,219,1 pouch,1 sachet,0.42000
1419,1456,40g,40g,0.40000
1420,341,100ml,100ml,0.98901
1420,389,175ml,175ml,1.73076
1420,415,250ml,250ml,2.47253
1421,219,1 pouch,1 sachet,0.43000
1421,1456,40g,40g,0.40000
1422,341,100ml,100ml,0.98901
1422,389,175ml,175ml,1.73076
1422,415,250ml,250ml,2.47253
1423,219,1 pouch,1 sachet,0.43000
1423,1456,40g,40g,0.40000
1424,341,100ml,100ml,0.98901
1424,389,175ml,175ml,1.73076
1424,415,250ml,250ml,2.47253
1431,341,100ml,100ml,0.38040
1431,415,250ml,250ml,0.95097
1431,1456,40g,40g,0.40000
1432,341,100ml,100ml,0.80000
1432,389,175ml,175ml,1.40000
1432,415,250ml,250ml,2.00000
1435,219,1 pouch,1 sachet,0.33000
1435,1456,40g,40g,0.40000
1436,341,100ml,100ml,0.98901
1436,389,175ml,175ml,1.73076
1436,415,250ml,250ml,2.47253
1437,867,1 serving,1 portion,0.30000
1437,1456,40g,40g,0.40000
1438,341,100ml,100ml,0.98901
1438,389,175ml,175ml,1.73076
1438,415,250ml,250ml,2.47253
1439,383,125ml,125ml,0.52840
1439,867,1 serving,1 portion,0.30000
1439,1456,40g,40g,0.40000
1440,341,100ml,100ml,0.98901
1440,389,175ml,175ml,1.73076
1440,415,250ml,250ml,2.47253
1443,341,100ml,100ml,0.40000
1443,415,250ml,250ml,1.00000
1443,641,75ml,75ml,0.30000
1443,1456,40g,40g,0.40000
1444,341,100ml,100ml,0.98901
1444,389,175ml,175ml,1.73076
1444,415,250ml,250ml,2.47253
1462,341,100ml,100ml,0.44380
1462,415,250ml,250ml,1.10946
1462,641,75ml,75ml,0.33200
1462,1456,40g,40g,0.40000
1463,341,100ml,100ml,0.82220
1463,389,175ml,175ml,1.44000
1463,415,250ml,250ml,2.05560
1464,867,1 serving,1 portion,0.30000
1464,1456,40g,40g,0.40000
1465,341,100ml,100ml,0.98901
1465,389,175ml,175ml,1.73076
1465,415,250ml,250ml,2.47253
1466,219,1 pouch,1 sachet,0.35000
1466,1456,40g,40g,0.40000
1467,341,100ml,100ml,1.01860
1467,389,175ml,175ml,1.78255
1467,415,250ml,250ml,2.54649
1470,219,1 pouch,1 sachet,0.35500
1470,1456,40g,40g,0.40000
1471,341,100ml,100ml,1.01860
1471,389,175ml,175ml,1.78260
1471,415,250ml,250ml,2.54660
1472,341,100ml,100ml,0.26205
1472,383,125ml,125ml,0.32756
1472,415,250ml,250ml,0.65542
1472,1454,30g,30g,0.30000
1473,341,100ml,100ml,0.38077
1473,389,175ml,175ml,0.66634
1473,415,250ml,250ml,0.95193
1473,641,75ml,75ml,0.28558
1473,1454,30g,30g,0.30000
1474,341,100ml,100ml,0.15216
1474,383,125ml,125ml,0.19019
1474,389,175ml,175ml,0.26798
1474,415,250ml,250ml,0.38039
1474,1454,30g,30g,0.30000
1475,341,100ml,100ml,0.11834
1475,415,250ml,250ml,0.29586
1475,1454,30g,30g,0.30000
1477,341,100ml,100ml,0.15216
1477,383,125ml,125ml,0.19019
1477,389,175ml,175ml,0.26627
1477,415,250ml,250ml,0.38040
1477,1454,30g,30g,0.30000
1478,341,100ml,100ml,0.20000
1478,388,150ml,150ml,0.30000
1478,389,175ml,175ml,0.35000
1478,415,250ml,250ml,0.50000
1478,1454,30g,30g,0.30000
1479,274,1 small box,1 petite bôite,0.48000
1479,341,100ml,100ml,0.24937
1479,415,250ml,250ml,0.62342
1479,1454,30g,30g,0.30000
1479,1461,55g,55g,0.55000
1484,110,1 fruit,1 fruit,0.04800
1484,341,100ml,100ml,0.41420
1484,383,125ml,125ml,0.51775
1484,415,250ml,250ml,1.03550
1484,1457,140g,140g,1.40000
1485,341,100ml,100ml,1.02282
1485,383,125ml,125ml,1.27853
1485,415,250ml,250ml,2.55706
1486,371,100ml slices,100ml tranches,0.71851
1486,971,125ml slices,125ml tranches,0.89814
1486,979,250ml slices,250ml tranches,1.79628
1486,1457,140g,140g,1.40000
1487,371,100ml slices,100ml tranches,0.86221
1487,388,150ml,150ml,1.29332
1487,971,125ml slices,125ml tranches,1.07777
1487,979,250ml slices,250ml tranches,2.15554
1488,341,100ml,100ml,0.25359
1488,383,125ml,125ml,0.31699
1488,415,250ml,250ml,0.63398
1488,640,60ml,60ml,0.15216
1488,1456,40g,40g,0.40000
1489,341,100ml,100ml,0.81572
1489,383,125ml,125ml,1.01965
1489,415,250ml,250ml,2.03931
1489,641,75ml,75ml,0.61179
1489,1456,40g,40g,0.40000
1490,337,10 rings,10 rondelles,0.64000
1490,341,100ml,100ml,0.36348
1490,383,125ml,125ml,0.45435
1490,415,250ml,250ml,0.90871
1490,640,60ml,60ml,0.21809
1490,1456,40g,40g,0.40000
1491,341,100ml,100ml,1.07777
1491,383,125ml,125ml,1.34721
1491,415,250ml,250ml,2.69442
1491,640,60ml,60ml,0.64666
1491,641,75ml,75ml,0.80833
1492,341,100ml,100ml,1.18343
1492,383,125ml,125ml,1.47929
1492,415,250ml,250ml,2.95858
1492,640,60ml,60ml,0.71006
1492,641,75ml,75ml,0.88757
1493,371,100ml slices,100ml tranches,0.73119
1493,971,125ml slices,125ml tranches,0.91399
1493,979,250ml slices,250ml tranches,1.82798
1493,1457,140g,140g,1.40000
1494,371,100ml slices,100ml tranches,0.87067
1494,415,250ml,250ml,2.17667
1494,971,125ml slices,125ml tranches,1.08833
1494,1457,140g,140g,1.40000
1495,341,100ml,100ml,1.04818
1495,383,125ml,125ml,1.31023
1495,415,250ml,250ml,2.62046
1496,341,100ml,100ml,1.18927
1496,383,125ml,125ml,1.48659
1497,341,100ml,100ml,1.01014
1497,383,125ml,125ml,1.26268
1497,415,250ml,250ml,2.52536
1498,354,100ml halves,100ml moitiés,0.65511
1498,371,100ml slices,100ml tranches,0.69738
1498,628,3 fruits,3 fruits,1.05000
1498,971,125ml slices,125ml tranches,0.87172
1498,979,250ml slices,250ml tranches,1.74345
1498,1007,125ml halves,125ml moitiés,0.81889
1498,1010,250ml halves,250ml moitiés,1.63779
1498,1457,140g,140g,1.40000
1499,354,100ml halves,100ml moitiés,1.02705
1499,388,150ml,150ml,1.54057
1499,1007,125ml halves,125ml moitiés,1.28381
1499,1009,3 halves with liquid,3 moitiés avec liquide,1.08000
1499,1010,250ml halves,250ml moitiés,2.56762
1500,379,100ml whole,100ml entier,0.95943
1500,388,150ml,150ml,1.43914
1500,623,2 fruits + 30ml liquid,2 fruits + 30ml liquide,0.90000
1500,1011,125ml whole,125ml entier,1.19928
1501,354,100ml halves,100ml moitiés,1.03128
1501,388,150ml,150ml,1.54691
1501,1007,125ml halves,125ml moitiés,1.28910
1501,1010,250ml halves,250ml moitiés,2.57819
1502,354,100ml halves,100ml moitiés,1.04396
1502,388,150ml,150ml,1.56593
1502,629,3 halves + 26ml liquid,3 moitiés + 26ml liquide,0.84000
1502,1007,125ml halves,125ml moitiés,1.30495
1502,1010,250ml halves,250ml moitiés,2.60989
1503,354,100ml halves,100ml moitiés,1.06932
1503,388,150ml,150ml,1.60397
1503,1007,125ml halves,125ml moitiés,1.33664
1503,1010,250ml halves,250ml moitiés,2.67329
1504,354,100ml halves,100ml moitiés,1.09045
1504,379,100ml whole,100ml entier,1.01437
1504,388,150ml,150ml,1.63567
1504,1007,125ml halves,125ml moitiés,1.36306
1504,1009,3 halves with liquid,3 moitiés avec liquide,1.20000
1504,1010,250ml halves,250ml moitiés,2.72612
1504,1011,125ml whole,125ml entier,1.26796
1504,1012,250ml whole,250ml entier,2.53593
1505,379,100ml whole,100ml entier,1.09045
1505,388,150ml,150ml,1.63567
1505,623,2 fruits + 30ml liquid,2 fruits + 30ml liquide,0.90000
1505,1011,125ml whole,125ml entier,1.36306
1505,1012,250ml whole,250ml entier,2.72612
1506,379,100ml whole,100ml entier,1.03973
1506,388,150ml,150ml,1.55959
1506,623,2 fruits + 30ml liquid,2 fruits + 30ml liquide,0.90000
1506,1011,125ml whole,125ml entier,1.29966
1506,1012,250ml whole,250ml entier,2.59932
1507,334,10 halves,10 moities,0.35000
1507,354,100ml halves,100ml moitiés,0.54945
1507,640,60ml,60ml,0.32966
1507,1007,125ml halves,125ml moitiés,0.68681
1507,1010,250ml halves,250ml moitiés,1.37363
1507,1456,40g,40g,0.40000
1507,1458,6 halves,6 moitiés,0.21000
1508,354,100ml halves,100ml moitiés,1.05664
1508,640,60ml,60ml,0.63398
1508,1007,125ml halves,125ml moitiés,1.32079
1508,1010,250ml halves,250ml moitiés,2.64159
1508,1070,75ml halves,75ml moitiés,0.79247
1509,354,100ml halves,100ml moitiés,1.14117
1509,640,60ml,60ml,0.68470
1509,1007,125ml halves,125ml moitiés,1.42646
1509,1010,250ml halves,250ml moitiés,2.85292
1509,1070,75ml halves,75ml moitiés,0.85588
1510,341,100ml,100ml,1.02282
1510,383,125ml,125ml,1.27853
1510,415,250ml,250ml,2.55706
1510,1457,140g,140g,1.40000
1511,110,1 fruit,1 fruit,2.01000
1511,347,100ml cubes,100ml en cubes,0.63398
1511,367,100ml puree,100ml purée,0.97210
1511,371,100ml slices,100ml tranches,0.61708
1511,971,125ml slices,125ml tranches,0.77134
1511,979,250ml slices,250ml tranches,1.54269
1511,1013,125ml puree,125ml purée,1.21513
1511,1014,250ml puree,250ml purée,2.43026
1511,1015,125ml cubes,125ml cubes,0.79248
1511,1016,250ml cubes,250ml cubes,1.58495
1511,1457,140g,140g,1.40000
1511,1459,1/2 fruit,1/2 fruit,1.00500
1512,110,1 fruit,1 fruit,1.36000
1512,367,100ml puree,100ml purée,0.97210
1512,1013,125ml puree,125ml purée,1.21513
1512,1014,250ml puree,250ml purée,2.43026
1512,1457,140g,140g,1.40000
1512,1459,1/2 fruit,1/2 fruit,0.68000
1513,110,1 fruit,1 fruit,3.04000
1513,367,100ml puree,100ml purée,0.97210
1513,1013,125ml puree,125ml purée,1.21513
1513,1014,250ml puree,250ml purée,2.43026
1513,1457,140g,140g,1.40000
1513,1459,1/2 fruit,1/2 fruit,1.52000
1514,341,100ml,100ml,0.42265
1514,383,125ml,125ml,0.52832
1514,385,15ml,15ml,0.06284
1514,428,30ml,30ml,0.12680
1514,1456,40g,40g,0.40000
1515,341,100ml,100ml,0.60862
1515,383,125ml,125ml,0.76078
1515,415,250ml,250ml,1.52156
1515,1457,140g,140g,1.40000
1516,341,100ml,100ml,1.08199
1516,383,125ml,125ml,1.35249
1516,388,150ml,150ml,1.62299
1516,415,250ml,250ml,2.70499
1517,1017,125ml frozen,125ml congelé,0.79776
1517,1018,250ml frozen,250ml congelé,1.59552
1517,1019,100ml frozen,100ml congelé,0.63821
1517,1457,140g,140g,1.40000
1518,341,100ml,100ml,1.08199
1518,383,125ml,125ml,1.35249
1518,388,150ml,150ml,1.62299
1518,415,250ml,250ml,2.70499
1519,1020,125ml thawed,125ml dégelé,1.21513
1519,1021,250ml thawed,250ml dégelé,2.43026
1519,1022,100ml thawed,100ml dégelé,0.97210
1519,1457,140g,140g,1.40000
1520,341,100ml,100ml,1.08199
1520,383,125ml,125ml,1.35249
1520,388,150ml,150ml,1.62299
1520,415,250ml,250ml,2.70499
1521,1017,125ml frozen,125ml congelé,0.69738
1521,1018,250ml frozen,250ml congelé,1.39476
1521,1019,100ml frozen,100ml congelé,0.55790
1521,1457,140g,140g,1.40000
1522,322,1/4 small fruit,1/4 petit fruit,0.96000
1522,341,100ml,100ml,0.92984
1522,383,125ml,125ml,1.16230
1522,415,250ml,250ml,2.32460
1522,1457,140g,140g,1.40000
1523,347,100ml cubes,100ml en cubes,0.55793
1523,371,100ml slices,100ml tranches,0.45649
1523,971,125ml slices,125ml tranches,0.57060
1523,979,250ml slices,250ml tranches,1.14122
1523,1015,125ml cubes,125ml cubes,0.69741
1523,1016,250ml cubes,250ml cubes,1.39483
1523,1023,1 large fruit (11.5cm long),1 gros fruit (11.5cm long),1.24000
1523,1024,1 medium fruit (9cm long),1 fruit moyen  (9cm long),0.91000
1523,1025,1 small fruit (7.5cm long),1 petit fruit (7.5cm long),0.70000
1523,1457,140g,140g,1.40000
1524,110,1 fruit,1 fruit,0.20000
1524,371,100ml slices,100ml tranches,0.63398
1524,971,125ml slices,125ml tranches,0.79248
1524,979,250ml slices,250ml tranches,1.58495
1524,1457,140g,140g,1.40000
1524,1462,2 fruits,2 fruits,0.40000
1525,348,100ml diced,100ml en dés,0.67628
1525,968,125ml diced,125ml en dés,0.84535
1525,976,250ml diced,250ml en dés,1.69070
1525,1457,140g,140g,1.40000
1525,1460,1/4 fruit,1/4 fruit,0.58750
1525,502508,"1 fruit, without seeds and skin","1 fruit, sans la peau ni les pépins",2.35000
1526,364,100ml pitted,100ml dénoyauté,0.65511
1526,616,100ml not pitted,100ml avec noyau,0.43533
1526,1026,125ml pitted,125ml dénoyauté,0.81889
1526,1027,250ml not pitted,250ml avec noyau,1.08834
1526,1028,250ml pitted,250ml dénoyauté,1.63779
1526,1029,125ml not pitted,125ml avec noyau,0.54417
1526,1457,140g,140g,1.40000
1527,341,100ml,100ml,1.03128
1527,383,125ml,125ml,1.28910
1527,388,150ml,150ml,1.54692
1527,415,250ml,250ml,2.57819
1528,341,100ml,100ml,1.08199
1528,383,125ml,125ml,1.35249
1528,388,150ml,150ml,1.62299
1528,415,250ml,250ml,2.70499
1529,341,100ml,100ml,1.10313
1529,383,125ml,125ml,1.37891
1529,388,150ml,150ml,1.65469
1529,415,250ml,250ml,2.75782
1530,1017,125ml frozen,125ml congelé,0.81889
1530,1018,250ml frozen,250ml congelé,1.63779
1530,1019,100ml frozen,100ml congelé,0.65511
1530,1457,140g,140g,1.40000
1531,333,10 fruits,10 fruits,0.82000
1531,364,100ml pitted,100ml dénoyauté,0.65090
1531,1026,125ml pitted,125ml dénoyauté,0.81360
1531,1028,250ml pitted,250ml dénoyauté,1.62750
1531,1030,20 fruits,20 fruits,1.64000
1531,1457,140g,140g,1.40000
1532,364,100ml pitted,100ml dénoyauté,1.04818
1532,388,150ml,150ml,1.57228
1532,1026,125ml pitted,125ml dénoyauté,1.31023
1532,1028,250ml pitted,250ml dénoyauté,2.62046
1533,364,100ml pitted,100ml dénoyauté,1.05664
1533,388,150ml,150ml,1.58495
1533,1026,125ml pitted,125ml dénoyauté,1.32079
1533,1028,250ml pitted,250ml dénoyauté,2.64159
1534,364,100ml pitted,100ml dénoyauté,1.06932
1534,388,150ml,150ml,1.60397
1534,1026,125ml pitted,125ml dénoyauté,1.33664
1534,1028,250ml pitted,250ml dénoyauté,2.67329
1535,364,100ml pitted,100ml dénoyauté,1.10313
1535,388,150ml,150ml,1.65469
1535,1026,125ml pitted,125ml dénoyauté,1.37891
1535,1028,250ml pitted,250ml dénoyauté,2.75782
1536,1020,125ml thawed,125ml dégelé,1.36834
1536,1021,250ml thawed,250ml dégelé,2.73669
1536,1022,100ml thawed,100ml dégelé,1.09467
1536,1457,140g,140g,1.40000
1537,110,1 fruit,1 fruit,0.35000
1537,371,100ml slices,100ml tranches,0.46492
1537,971,125ml slices,125ml tranches,0.58115
1537,979,250ml slices,250ml tranches,1.16230
1537,1457,140g,140g,1.40000
1538,343,100ml chopped,100ml haché,0.46492
1538,379,100ml whole,100ml entier,0.40152
1538,1011,125ml whole,125ml entier,0.50190
1538,1012,250ml whole,250ml entier,1.00380
1538,1031,125ml chopped,125ml haché,0.58115
1538,1032,250ml chopped,250ml haché,1.16230
1538,1457,140g,140g,1.40000
1539,341,100ml,100ml,1.17075
1539,383,125ml,125ml,1.46344
1539,385,15ml,15ml,0.17561
1539,415,250ml,250ml,2.92688
1539,640,60ml,60ml,0.70250
1539,1033,1 slice (1.3cm thick),1 tranche (1.3cm épaisseur),0.57000
1539,1461,55g,55g,0.55000
1540,341,100ml,100ml,1.16230
